"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0070828","heterochromatin organization","3/406","3/11749",1,28.9384236453202,9.15584743338194,4.09704384372678e-05,0.0714524446345951,0.0696497453433553,"418866/425543/100859816",3
"GO:0031445","regulation of heterochromatin formation","3/406","5/11749",0.6,17.3630541871921,6.92344695489023,0.000388907898947915,0.096893625109309,0.094449061173065,"418866/418136/100859816",3
"GO:0031453","positive regulation of heterochromatin formation","3/406","5/11749",0.6,17.3630541871921,6.92344695489023,0.000388907898947915,0.096893625109309,0.094449061173065,"418866/418136/100859816",3
"GO:0090308","regulation of DNA methylation-dependent heterochromatin formation","3/406","5/11749",0.6,17.3630541871921,6.92344695489023,0.000388907898947915,0.096893625109309,0.094449061173065,"418866/418136/100859816",3
"GO:0090309","positive regulation of DNA methylation-dependent heterochromatin formation","3/406","5/11749",0.6,17.3630541871921,6.92344695489023,0.000388907898947915,0.096893625109309,0.094449061173065,"418866/418136/100859816",3
"GO:1905269","positive regulation of chromatin organization","3/406","5/11749",0.6,17.3630541871921,6.92344695489023,0.000388907898947915,0.096893625109309,0.094449061173065,"418866/418136/100859816",3
"GO:2001252","positive regulation of chromosome organization","3/406","5/11749",0.6,17.3630541871921,6.92344695489023,0.000388907898947915,0.096893625109309,0.094449061173065,"418866/418136/100859816",3
